iter,param,Coef,modelType,DV,SurveyLabel,qGroup
830,OwnDayCaseUnit,-0.21629956678076903,nbinom,Serious Infection,Own day case unit,Timely access to services
831,OwnDayCaseUnit,-0.0463520806613882,nbinom,Serious Infection,Own day case unit,Timely access to services
832,OwnDayCaseUnit,-0.1084884392661338,nbinom,Serious Infection,Own day case unit,Timely access to services
833,OwnDayCaseUnit,0.11039632419902108,nbinom,Serious Infection,Own day case unit,Timely access to services
834,OwnDayCaseUnit,0.35412293974942394,nbinom,Serious Infection,Own day case unit,Timely access to services
835,OwnDayCaseUnit,0.00522188424060555,nbinom,Serious Infection,Own day case unit,Timely access to services
836,OwnDayCaseUnit,0.2550475832718482,nbinom,Serious Infection,Own day case unit,Timely access to services
837,OwnDayCaseUnit,-0.0528214654786658,nbinom,Serious Infection,Own day case unit,Timely access to services
838,OwnDayCaseUnit,0.1626385749103147,nbinom,Serious Infection,Own day case unit,Timely access to services
839,OwnDayCaseUnit,0.04800688786701636,nbinom,Serious Infection,Own day case unit,Timely access to services
840,OwnDayCaseUnit,-0.3851148233435354,nbinom,Serious Infection,Own day case unit,Timely access to services
841,OwnDayCaseUnit,-0.11006272415794656,nbinom,Serious Infection,Own day case unit,Timely access to services
842,OwnDayCaseUnit,-0.15365559488189667,nbinom,Serious Infection,Own day case unit,Timely access to services
843,OwnDayCaseUnit,-0.7581766224217643,nbinom,Serious Infection,Own day case unit,Timely access to services
844,OwnDayCaseUnit,-0.700198188492662,nbinom,Serious Infection,Own day case unit,Timely access to services
845,OwnDayCaseUnit,0.6142631094675673,nbinom,Serious Infection,Own day case unit,Timely access to services
846,OwnDayCaseUnit,0.2894782367982545,nbinom,Serious Infection,Own day case unit,Timely access to services
847,OwnDayCaseUnit,0.46958683037672894,nbinom,Serious Infection,Own day case unit,Timely access to services
848,OwnDayCaseUnit,0.34994548721697893,nbinom,Serious Infection,Own day case unit,Timely access to services
849,OwnDayCaseUnit,0.08628319703219582,nbinom,Serious Infection,Own day case unit,Timely access to services
850,OwnDayCaseUnit,0.04828204499670437,nbinom,Serious Infection,Own day case unit,Timely access to services
851,OwnDayCaseUnit,-0.03846182289215066,nbinom,Serious Infection,Own day case unit,Timely access to services
852,OwnDayCaseUnit,0.03033399808471322,nbinom,Serious Infection,Own day case unit,Timely access to services
853,OwnDayCaseUnit,0.1255290613831496,nbinom,Serious Infection,Own day case unit,Timely access to services
854,OwnDayCaseUnit,-0.002071499224538,nbinom,Serious Infection,Own day case unit,Timely access to services
855,OwnDayCaseUnit,0.04916376926742849,nbinom,Serious Infection,Own day case unit,Timely access to services
856,OwnDayCaseUnit,-0.07970248353036917,nbinom,Serious Infection,Own day case unit,Timely access to services
857,OwnDayCaseUnit,-0.04347945519029359,nbinom,Serious Infection,Own day case unit,Timely access to services
858,OwnDayCaseUnit,0.49512594809800287,nbinom,Serious Infection,Own day case unit,Timely access to services
859,OwnDayCaseUnit,1.0413455228764077,nbinom,Serious Infection,Own day case unit,Timely access to services
860,OwnDayCaseUnit,-0.1400191819136858,nbinom,Serious Infection,Own day case unit,Timely access to services
861,OwnDayCaseUnit,3.3365482677594205e-4,nbinom,Serious Infection,Own day case unit,Timely access to services
862,OwnDayCaseUnit,-0.04946822363019444,nbinom,Serious Infection,Own day case unit,Timely access to services
863,OwnDayCaseUnit,0.2166112821593844,nbinom,Serious Infection,Own day case unit,Timely access to services
864,OwnDayCaseUnit,0.6245217475596945,nbinom,Serious Infection,Own day case unit,Timely access to services
865,OwnDayCaseUnit,-0.3653981893917319,nbinom,Serious Infection,Own day case unit,Timely access to services
866,OwnDayCaseUnit,-0.115618326760557,nbinom,Serious Infection,Own day case unit,Timely access to services
867,OwnDayCaseUnit,-0.23925516665627783,nbinom,Serious Infection,Own day case unit,Timely access to services
868,OwnDayCaseUnit,-0.12259495487109198,nbinom,Serious Infection,Own day case unit,Timely access to services
869,OwnDayCaseUnit,-0.01159599743888911,nbinom,Serious Infection,Own day case unit,Timely access to services
870,OwnDayCaseUnit,0.17393960516918286,nbinom,Serious Infection,Own day case unit,Timely access to services
871,OwnDayCaseUnit,-0.1399405904968982,nbinom,Serious Infection,Own day case unit,Timely access to services
872,OwnDayCaseUnit,-0.03978634539697567,nbinom,Serious Infection,Own day case unit,Timely access to services
873,OwnDayCaseUnit,-0.5714438976209506,nbinom,Serious Infection,Own day case unit,Timely access to services
874,OwnDayCaseUnit,-0.618795402847409,nbinom,Serious Infection,Own day case unit,Timely access to services
875,OwnDayCaseUnit,-0.5795442018650703,nbinom,Serious Infection,Own day case unit,Timely access to services
876,OwnDayCaseUnit,0.19344381405084013,nbinom,Serious Infection,Own day case unit,Timely access to services
877,OwnDayCaseUnit,-0.2702723523694828,nbinom,Serious Infection,Own day case unit,Timely access to services
878,OwnDayCaseUnit,-0.32288350205267696,nbinom,Serious Infection,Own day case unit,Timely access to services
879,OwnDayCaseUnit,-0.4688454320299552,nbinom,Serious Infection,Own day case unit,Timely access to services
880,OwnDayCaseUnit,-0.3244159821274482,nbinom,Serious Infection,Own day case unit,Timely access to services
881,OwnDayCaseUnit,0.0973598961261095,nbinom,Serious Infection,Own day case unit,Timely access to services
882,OwnDayCaseUnit,0.10229488823948528,nbinom,Serious Infection,Own day case unit,Timely access to services
883,OwnDayCaseUnit,0.27814369809023143,nbinom,Serious Infection,Own day case unit,Timely access to services
884,OwnDayCaseUnit,0.05544872293834378,nbinom,Serious Infection,Own day case unit,Timely access to services
885,OwnDayCaseUnit,0.26288168895463127,nbinom,Serious Infection,Own day case unit,Timely access to services
886,OwnDayCaseUnit,0.4391771422674533,nbinom,Serious Infection,Own day case unit,Timely access to services
887,OwnDayCaseUnit,-0.4593189571704268,nbinom,Serious Infection,Own day case unit,Timely access to services
888,OwnDayCaseUnit,0.29894354222341457,nbinom,Serious Infection,Own day case unit,Timely access to services
889,OwnDayCaseUnit,0.43959770700154327,nbinom,Serious Infection,Own day case unit,Timely access to services
890,OwnDayCaseUnit,0.3150502430702387,nbinom,Serious Infection,Own day case unit,Timely access to services
891,OwnDayCaseUnit,-0.20319899786382095,nbinom,Serious Infection,Own day case unit,Timely access to services
892,OwnDayCaseUnit,-0.11813471034417242,nbinom,Serious Infection,Own day case unit,Timely access to services
893,OwnDayCaseUnit,0.00322803936790399,nbinom,Serious Infection,Own day case unit,Timely access to services
894,OwnDayCaseUnit,-0.2859374930969291,nbinom,Serious Infection,Own day case unit,Timely access to services
895,OwnDayCaseUnit,-0.18042034805879031,nbinom,Serious Infection,Own day case unit,Timely access to services
896,OwnDayCaseUnit,-0.03654923678625555,nbinom,Serious Infection,Own day case unit,Timely access to services
897,OwnDayCaseUnit,0.03269592312066027,nbinom,Serious Infection,Own day case unit,Timely access to services
898,OwnDayCaseUnit,0.3373772511334757,nbinom,Serious Infection,Own day case unit,Timely access to services
899,OwnDayCaseUnit,-0.37818794888390617,nbinom,Serious Infection,Own day case unit,Timely access to services
900,OwnDayCaseUnit,-0.07352223726217016,nbinom,Serious Infection,Own day case unit,Timely access to services
901,OwnDayCaseUnit,-0.19730315476504323,nbinom,Serious Infection,Own day case unit,Timely access to services
902,OwnDayCaseUnit,-0.2051652358435164,nbinom,Serious Infection,Own day case unit,Timely access to services
903,OwnDayCaseUnit,-0.17848355197837418,nbinom,Serious Infection,Own day case unit,Timely access to services
904,OwnDayCaseUnit,-0.3671678901830596,nbinom,Serious Infection,Own day case unit,Timely access to services
905,OwnDayCaseUnit,0.12793869808207822,nbinom,Serious Infection,Own day case unit,Timely access to services
906,OwnDayCaseUnit,-0.6241066724090435,nbinom,Serious Infection,Own day case unit,Timely access to services
907,OwnDayCaseUnit,-0.02238506321203152,nbinom,Serious Infection,Own day case unit,Timely access to services
908,OwnDayCaseUnit,-0.4291808923142399,nbinom,Serious Infection,Own day case unit,Timely access to services
909,OwnDayCaseUnit,-0.3732939201366882,nbinom,Serious Infection,Own day case unit,Timely access to services
910,OwnDayCaseUnit,-0.24515025975337923,nbinom,Serious Infection,Own day case unit,Timely access to services
911,OwnDayCaseUnit,-0.03898064054758354,nbinom,Serious Infection,Own day case unit,Timely access to services
912,OwnDayCaseUnit,-0.01766262599596645,nbinom,Serious Infection,Own day case unit,Timely access to services
913,OwnDayCaseUnit,0.16964720943021994,nbinom,Serious Infection,Own day case unit,Timely access to services
914,OwnDayCaseUnit,-0.04101287025420654,nbinom,Serious Infection,Own day case unit,Timely access to services
915,OwnDayCaseUnit,-0.05593991448280071,nbinom,Serious Infection,Own day case unit,Timely access to services
916,OwnDayCaseUnit,-0.1526554535965143,nbinom,Serious Infection,Own day case unit,Timely access to services
917,OwnDayCaseUnit,-0.6539390671287356,nbinom,Serious Infection,Own day case unit,Timely access to services
918,OwnDayCaseUnit,0.00187529737916538,nbinom,Serious Infection,Own day case unit,Timely access to services
919,OwnDayCaseUnit,-0.22575387988460716,nbinom,Serious Infection,Own day case unit,Timely access to services
920,OwnDayCaseUnit,0.2547064317508604,nbinom,Serious Infection,Own day case unit,Timely access to services
921,OwnDayCaseUnit,0.12026113456567758,nbinom,Serious Infection,Own day case unit,Timely access to services
922,OwnDayCaseUnit,-0.6351634131071489,nbinom,Serious Infection,Own day case unit,Timely access to services
923,OwnDayCaseUnit,-0.1333065374762778,nbinom,Serious Infection,Own day case unit,Timely access to services
924,OwnDayCaseUnit,-0.11318138579289884,nbinom,Serious Infection,Own day case unit,Timely access to services
925,OwnDayCaseUnit,-0.24017836142567928,nbinom,Serious Infection,Own day case unit,Timely access to services
926,OwnDayCaseUnit,-0.20079264671125308,nbinom,Serious Infection,Own day case unit,Timely access to services
927,OwnDayCaseUnit,-0.4551216366362768,nbinom,Serious Infection,Own day case unit,Timely access to services
928,OwnDayCaseUnit,-0.2008681764926653,nbinom,Serious Infection,Own day case unit,Timely access to services
929,OwnDayCaseUnit,0.24662589085350792,nbinom,Serious Infection,Own day case unit,Timely access to services
930,OwnDayCaseUnit,-0.22271831762152605,nbinom,Serious Infection,Own day case unit,Timely access to services
931,OwnDayCaseUnit,0.07259927628638867,nbinom,Serious Infection,Own day case unit,Timely access to services
932,OwnDayCaseUnit,-0.13465296705136703,nbinom,Serious Infection,Own day case unit,Timely access to services
933,OwnDayCaseUnit,-0.03688308189179133,nbinom,Serious Infection,Own day case unit,Timely access to services
934,OwnDayCaseUnit,-0.11570392152965582,nbinom,Serious Infection,Own day case unit,Timely access to services
935,OwnDayCaseUnit,0.20493149317593828,nbinom,Serious Infection,Own day case unit,Timely access to services
936,OwnDayCaseUnit,-0.2445168018091143,nbinom,Serious Infection,Own day case unit,Timely access to services
937,OwnDayCaseUnit,0.30708406174665054,nbinom,Serious Infection,Own day case unit,Timely access to services
938,OwnDayCaseUnit,0.2917292645275635,nbinom,Serious Infection,Own day case unit,Timely access to services
939,OwnDayCaseUnit,-0.220980398606052,nbinom,Serious Infection,Own day case unit,Timely access to services
940,OwnDayCaseUnit,-0.02540008311435045,nbinom,Serious Infection,Own day case unit,Timely access to services
941,OwnDayCaseUnit,-0.6933387043167313,nbinom,Serious Infection,Own day case unit,Timely access to services
942,OwnDayCaseUnit,-0.5026092871880393,nbinom,Serious Infection,Own day case unit,Timely access to services
943,OwnDayCaseUnit,0.2780818051505382,nbinom,Serious Infection,Own day case unit,Timely access to services
944,OwnDayCaseUnit,-0.0338330726578968,nbinom,Serious Infection,Own day case unit,Timely access to services
945,OwnDayCaseUnit,-0.06978025554652477,nbinom,Serious Infection,Own day case unit,Timely access to services
946,OwnDayCaseUnit,-0.23213586227966695,nbinom,Serious Infection,Own day case unit,Timely access to services
947,OwnDayCaseUnit,-0.2945739331757072,nbinom,Serious Infection,Own day case unit,Timely access to services
948,OwnDayCaseUnit,-0.1911630080655491,nbinom,Serious Infection,Own day case unit,Timely access to services
949,OwnDayCaseUnit,0.5983795032461782,nbinom,Serious Infection,Own day case unit,Timely access to services
950,OwnDayCaseUnit,0.6352351153203029,nbinom,Serious Infection,Own day case unit,Timely access to services
951,OwnDayCaseUnit,-0.5443751997565665,nbinom,Serious Infection,Own day case unit,Timely access to services
952,OwnDayCaseUnit,-0.7865129961872662,nbinom,Serious Infection,Own day case unit,Timely access to services
953,OwnDayCaseUnit,1.0674580973362555,nbinom,Serious Infection,Own day case unit,Timely access to services
954,OwnDayCaseUnit,0.6236137912982653,nbinom,Serious Infection,Own day case unit,Timely access to services
955,OwnDayCaseUnit,0.15257628443580368,nbinom,Serious Infection,Own day case unit,Timely access to services
956,OwnDayCaseUnit,0.15313281946839938,nbinom,Serious Infection,Own day case unit,Timely access to services
957,OwnDayCaseUnit,0.22644130508072563,nbinom,Serious Infection,Own day case unit,Timely access to services
958,OwnDayCaseUnit,-0.1991723800264729,nbinom,Serious Infection,Own day case unit,Timely access to services
959,OwnDayCaseUnit,0.13387676443527974,nbinom,Serious Infection,Own day case unit,Timely access to services
960,OwnDayCaseUnit,0.32138686416976525,nbinom,Serious Infection,Own day case unit,Timely access to services
961,OwnDayCaseUnit,-0.28480169026013835,nbinom,Serious Infection,Own day case unit,Timely access to services
962,OwnDayCaseUnit,-0.2851233490999394,nbinom,Serious Infection,Own day case unit,Timely access to services
963,OwnDayCaseUnit,-0.2103982211059235,nbinom,Serious Infection,Own day case unit,Timely access to services
964,OwnDayCaseUnit,-0.14733108102606768,nbinom,Serious Infection,Own day case unit,Timely access to services
965,OwnDayCaseUnit,0.04876879628553743,nbinom,Serious Infection,Own day case unit,Timely access to services
966,OwnDayCaseUnit,0.08684057893337299,nbinom,Serious Infection,Own day case unit,Timely access to services
967,OwnDayCaseUnit,0.28967618173504556,nbinom,Serious Infection,Own day case unit,Timely access to services
968,OwnDayCaseUnit,0.34367354225246477,nbinom,Serious Infection,Own day case unit,Timely access to services
969,OwnDayCaseUnit,0.28314690904581674,nbinom,Serious Infection,Own day case unit,Timely access to services
970,OwnDayCaseUnit,0.08423142819039908,nbinom,Serious Infection,Own day case unit,Timely access to services
971,OwnDayCaseUnit,0.1253250126141293,nbinom,Serious Infection,Own day case unit,Timely access to services
972,OwnDayCaseUnit,0.1388971482739211,nbinom,Serious Infection,Own day case unit,Timely access to services
973,OwnDayCaseUnit,0.06292051248856688,nbinom,Serious Infection,Own day case unit,Timely access to services
974,OwnDayCaseUnit,-0.3612562960037753,nbinom,Serious Infection,Own day case unit,Timely access to services
975,OwnDayCaseUnit,-0.4265458815735823,nbinom,Serious Infection,Own day case unit,Timely access to services
976,OwnDayCaseUnit,-0.4498616495396407,nbinom,Serious Infection,Own day case unit,Timely access to services
977,OwnDayCaseUnit,0.39449498029475616,nbinom,Serious Infection,Own day case unit,Timely access to services
978,OwnDayCaseUnit,0.15421243789871464,nbinom,Serious Infection,Own day case unit,Timely access to services
979,OwnDayCaseUnit,0.10605944720955277,nbinom,Serious Infection,Own day case unit,Timely access to services
980,OwnDayCaseUnit,-0.37911392190066473,nbinom,Serious Infection,Own day case unit,Timely access to services
981,OwnDayCaseUnit,-0.45322748093960175,nbinom,Serious Infection,Own day case unit,Timely access to services
982,OwnDayCaseUnit,-0.6991369690845157,nbinom,Serious Infection,Own day case unit,Timely access to services
983,OwnDayCaseUnit,0.266465035556459,nbinom,Serious Infection,Own day case unit,Timely access to services
984,OwnDayCaseUnit,0.12778317719288165,nbinom,Serious Infection,Own day case unit,Timely access to services
985,OwnDayCaseUnit,0.44889286328530453,nbinom,Serious Infection,Own day case unit,Timely access to services
986,OwnDayCaseUnit,0.2657428723037659,nbinom,Serious Infection,Own day case unit,Timely access to services
987,OwnDayCaseUnit,1.2706041756893085,nbinom,Serious Infection,Own day case unit,Timely access to services
988,OwnDayCaseUnit,-0.65363653470098,nbinom,Serious Infection,Own day case unit,Timely access to services
989,OwnDayCaseUnit,-0.47936261400051394,nbinom,Serious Infection,Own day case unit,Timely access to services
990,OwnDayCaseUnit,-0.7491707754871164,nbinom,Serious Infection,Own day case unit,Timely access to services
991,OwnDayCaseUnit,0.2735001059887445,nbinom,Serious Infection,Own day case unit,Timely access to services
992,OwnDayCaseUnit,0.38266754208943454,nbinom,Serious Infection,Own day case unit,Timely access to services
993,OwnDayCaseUnit,0.6081809002089754,nbinom,Serious Infection,Own day case unit,Timely access to services
994,OwnDayCaseUnit,0.6252912405722321,nbinom,Serious Infection,Own day case unit,Timely access to services
995,OwnDayCaseUnit,-0.08369888110663223,nbinom,Serious Infection,Own day case unit,Timely access to services
996,OwnDayCaseUnit,0.10156145294677792,nbinom,Serious Infection,Own day case unit,Timely access to services
997,OwnDayCaseUnit,-0.2513732281642413,nbinom,Serious Infection,Own day case unit,Timely access to services
998,OwnDayCaseUnit,-0.35826183462210826,nbinom,Serious Infection,Own day case unit,Timely access to services
999,OwnDayCaseUnit,0.5030663275168179,nbinom,Serious Infection,Own day case unit,Timely access to services
1000,OwnDayCaseUnit,0.42325420144753007,nbinom,Serious Infection,Own day case unit,Timely access to services
1001,OwnDayCaseUnit,0.6392844120464335,nbinom,Serious Infection,Own day case unit,Timely access to services
1002,OwnDayCaseUnit,0.4408607837797104,nbinom,Serious Infection,Own day case unit,Timely access to services
1003,OwnDayCaseUnit,-0.1784272546429182,nbinom,Serious Infection,Own day case unit,Timely access to services
1004,OwnDayCaseUnit,-0.20517267483194976,nbinom,Serious Infection,Own day case unit,Timely access to services
1005,OwnDayCaseUnit,-0.2059555215698797,nbinom,Serious Infection,Own day case unit,Timely access to services
1006,OwnDayCaseUnit,0.07471679919417931,nbinom,Serious Infection,Own day case unit,Timely access to services
1007,OwnDayCaseUnit,-0.6299421819448582,nbinom,Serious Infection,Own day case unit,Timely access to services
1008,OwnDayCaseUnit,0.05004070397335505,nbinom,Serious Infection,Own day case unit,Timely access to services
1009,OwnDayCaseUnit,-0.5067245668998641,nbinom,Serious Infection,Own day case unit,Timely access to services
1010,OwnDayCaseUnit,-0.5753040857924424,nbinom,Serious Infection,Own day case unit,Timely access to services
1011,OwnDayCaseUnit,-0.3669385864187729,nbinom,Serious Infection,Own day case unit,Timely access to services
1012,OwnDayCaseUnit,-0.2453001847243584,nbinom,Serious Infection,Own day case unit,Timely access to services
1013,OwnDayCaseUnit,-0.36405506178557245,nbinom,Serious Infection,Own day case unit,Timely access to services
1014,OwnDayCaseUnit,-0.06537678693184616,nbinom,Serious Infection,Own day case unit,Timely access to services
1015,OwnDayCaseUnit,-0.711364586950924,nbinom,Serious Infection,Own day case unit,Timely access to services
1016,OwnDayCaseUnit,-0.40671213611989615,nbinom,Serious Infection,Own day case unit,Timely access to services
1017,OwnDayCaseUnit,-0.3706915671215769,nbinom,Serious Infection,Own day case unit,Timely access to services
1018,OwnDayCaseUnit,-0.0683791098112991,nbinom,Serious Infection,Own day case unit,Timely access to services
1019,OwnDayCaseUnit,0.14476627539531922,nbinom,Serious Infection,Own day case unit,Timely access to services
1020,OwnDayCaseUnit,0.0502274411735206,nbinom,Serious Infection,Own day case unit,Timely access to services
1021,OwnDayCaseUnit,-0.10300023130117308,nbinom,Serious Infection,Own day case unit,Timely access to services
1022,OwnDayCaseUnit,0.2784779741617094,nbinom,Serious Infection,Own day case unit,Timely access to services
1023,OwnDayCaseUnit,0.269383938995347,nbinom,Serious Infection,Own day case unit,Timely access to services
1024,OwnDayCaseUnit,0.05578219861791618,nbinom,Serious Infection,Own day case unit,Timely access to services
1025,OwnDayCaseUnit,-0.5880660424819574,nbinom,Serious Infection,Own day case unit,Timely access to services
1026,OwnDayCaseUnit,0.16234510421573634,nbinom,Serious Infection,Own day case unit,Timely access to services
1027,OwnDayCaseUnit,-0.05663787217480469,nbinom,Serious Infection,Own day case unit,Timely access to services
1028,OwnDayCaseUnit,-0.13957198477135105,nbinom,Serious Infection,Own day case unit,Timely access to services
1029,OwnDayCaseUnit,-0.2902937172272891,nbinom,Serious Infection,Own day case unit,Timely access to services
1030,OwnDayCaseUnit,0.3302267713138047,nbinom,Serious Infection,Own day case unit,Timely access to services
1031,OwnDayCaseUnit,0.21320129293744255,nbinom,Serious Infection,Own day case unit,Timely access to services
1032,OwnDayCaseUnit,-0.13075891661733122,nbinom,Serious Infection,Own day case unit,Timely access to services
1033,OwnDayCaseUnit,-0.540172465987937,nbinom,Serious Infection,Own day case unit,Timely access to services
1034,OwnDayCaseUnit,-0.56558941472025,nbinom,Serious Infection,Own day case unit,Timely access to services
1035,OwnDayCaseUnit,0.05645844136030675,nbinom,Serious Infection,Own day case unit,Timely access to services
1036,OwnDayCaseUnit,0.06945191763200798,nbinom,Serious Infection,Own day case unit,Timely access to services
1037,OwnDayCaseUnit,-0.22171072019112367,nbinom,Serious Infection,Own day case unit,Timely access to services
1038,OwnDayCaseUnit,-0.7943122548572399,nbinom,Serious Infection,Own day case unit,Timely access to services
1039,OwnDayCaseUnit,-0.4748313948122934,nbinom,Serious Infection,Own day case unit,Timely access to services
1040,OwnDayCaseUnit,0.25702718195835994,nbinom,Serious Infection,Own day case unit,Timely access to services
1041,OwnDayCaseUnit,-0.27755285860815254,nbinom,Serious Infection,Own day case unit,Timely access to services
1042,OwnDayCaseUnit,-0.11778295184231184,nbinom,Serious Infection,Own day case unit,Timely access to services
1043,OwnDayCaseUnit,-0.10207351071028078,nbinom,Serious Infection,Own day case unit,Timely access to services
1044,OwnDayCaseUnit,0.08490848166019199,nbinom,Serious Infection,Own day case unit,Timely access to services
1045,OwnDayCaseUnit,0.01698281976270138,nbinom,Serious Infection,Own day case unit,Timely access to services
1046,OwnDayCaseUnit,-0.1946016191310712,nbinom,Serious Infection,Own day case unit,Timely access to services
1047,OwnDayCaseUnit,-0.43480161575986925,nbinom,Serious Infection,Own day case unit,Timely access to services
1048,OwnDayCaseUnit,-0.14962995615094027,nbinom,Serious Infection,Own day case unit,Timely access to services
1049,OwnDayCaseUnit,-0.43909682328657235,nbinom,Serious Infection,Own day case unit,Timely access to services
1050,OwnDayCaseUnit,-0.3262128410725905,nbinom,Serious Infection,Own day case unit,Timely access to services
1051,OwnDayCaseUnit,-0.47571942608735573,nbinom,Serious Infection,Own day case unit,Timely access to services
1052,OwnDayCaseUnit,-0.3954732365004658,nbinom,Serious Infection,Own day case unit,Timely access to services
1053,OwnDayCaseUnit,-0.3711401258824824,nbinom,Serious Infection,Own day case unit,Timely access to services
1054,OwnDayCaseUnit,-0.1390486121757685,nbinom,Serious Infection,Own day case unit,Timely access to services
1055,OwnDayCaseUnit,0.08011806562479624,nbinom,Serious Infection,Own day case unit,Timely access to services
1056,OwnDayCaseUnit,0.3365326966811757,nbinom,Serious Infection,Own day case unit,Timely access to services
1057,OwnDayCaseUnit,-0.10460809584150794,nbinom,Serious Infection,Own day case unit,Timely access to services
1058,OwnDayCaseUnit,-0.3742530352432869,nbinom,Serious Infection,Own day case unit,Timely access to services
1059,OwnDayCaseUnit,-0.11319383987337094,nbinom,Serious Infection,Own day case unit,Timely access to services
1060,OwnDayCaseUnit,-0.34997145164815413,nbinom,Serious Infection,Own day case unit,Timely access to services
1061,OwnDayCaseUnit,-0.20720057663698868,nbinom,Serious Infection,Own day case unit,Timely access to services
1062,OwnDayCaseUnit,0.2291653410188611,nbinom,Serious Infection,Own day case unit,Timely access to services
1063,OwnDayCaseUnit,0.12489460229150362,nbinom,Serious Infection,Own day case unit,Timely access to services
1064,OwnDayCaseUnit,0.2490050830209236,nbinom,Serious Infection,Own day case unit,Timely access to services
1065,OwnDayCaseUnit,0.33939871462036597,nbinom,Serious Infection,Own day case unit,Timely access to services
1066,OwnDayCaseUnit,0.570074288051783,nbinom,Serious Infection,Own day case unit,Timely access to services
1067,OwnDayCaseUnit,0.4303178996423503,nbinom,Serious Infection,Own day case unit,Timely access to services
1068,OwnDayCaseUnit,0.5131009413569605,nbinom,Serious Infection,Own day case unit,Timely access to services
1069,OwnDayCaseUnit,-0.11802632422892408,nbinom,Serious Infection,Own day case unit,Timely access to services
1070,OwnDayCaseUnit,0.19258950637962524,nbinom,Serious Infection,Own day case unit,Timely access to services
1071,OwnDayCaseUnit,-0.4007743039138192,nbinom,Serious Infection,Own day case unit,Timely access to services
1072,OwnDayCaseUnit,-0.3447831987564023,nbinom,Serious Infection,Own day case unit,Timely access to services
1073,OwnDayCaseUnit,0.48098812755550513,nbinom,Serious Infection,Own day case unit,Timely access to services
1074,OwnDayCaseUnit,0.6899143084220907,nbinom,Serious Infection,Own day case unit,Timely access to services
1075,OwnDayCaseUnit,-0.2077321140606292,nbinom,Serious Infection,Own day case unit,Timely access to services
1076,OwnDayCaseUnit,0.01412244518024268,nbinom,Serious Infection,Own day case unit,Timely access to services
1077,OwnDayCaseUnit,0.28067251366490154,nbinom,Serious Infection,Own day case unit,Timely access to services
1078,OwnDayCaseUnit,0.09443108653115136,nbinom,Serious Infection,Own day case unit,Timely access to services
1079,OwnDayCaseUnit,-0.23909038027972743,nbinom,Serious Infection,Own day case unit,Timely access to services
1080,OwnDayCaseUnit,-0.08791739879719866,nbinom,Serious Infection,Own day case unit,Timely access to services
1081,OwnDayCaseUnit,-0.07629745755894152,nbinom,Serious Infection,Own day case unit,Timely access to services
1082,OwnDayCaseUnit,-0.05991162320499758,nbinom,Serious Infection,Own day case unit,Timely access to services
1083,OwnDayCaseUnit,0.35920842833266176,nbinom,Serious Infection,Own day case unit,Timely access to services
1084,OwnDayCaseUnit,0.2489259178410773,nbinom,Serious Infection,Own day case unit,Timely access to services
1085,OwnDayCaseUnit,-0.0705961974326267,nbinom,Serious Infection,Own day case unit,Timely access to services
1086,OwnDayCaseUnit,-0.21900863801000212,nbinom,Serious Infection,Own day case unit,Timely access to services
1087,OwnDayCaseUnit,0.23465230728912087,nbinom,Serious Infection,Own day case unit,Timely access to services
1088,OwnDayCaseUnit,0.06493092253601151,nbinom,Serious Infection,Own day case unit,Timely access to services
1089,OwnDayCaseUnit,-0.5123442337013348,nbinom,Serious Infection,Own day case unit,Timely access to services
1090,OwnDayCaseUnit,-0.05874277736592932,nbinom,Serious Infection,Own day case unit,Timely access to services
1091,OwnDayCaseUnit,0.115008574659157,nbinom,Serious Infection,Own day case unit,Timely access to services
1092,OwnDayCaseUnit,-0.23714618670216903,nbinom,Serious Infection,Own day case unit,Timely access to services
1093,OwnDayCaseUnit,-0.47748865577999305,nbinom,Serious Infection,Own day case unit,Timely access to services
1094,OwnDayCaseUnit,0.03533392436497475,nbinom,Serious Infection,Own day case unit,Timely access to services
1095,OwnDayCaseUnit,0.06451948727279724,nbinom,Serious Infection,Own day case unit,Timely access to services
1096,OwnDayCaseUnit,-0.5486793199177789,nbinom,Serious Infection,Own day case unit,Timely access to services
1097,OwnDayCaseUnit,-0.8676069253818698,nbinom,Serious Infection,Own day case unit,Timely access to services
1098,OwnDayCaseUnit,-0.5271688275604295,nbinom,Serious Infection,Own day case unit,Timely access to services
1099,OwnDayCaseUnit,-0.5610808117617258,nbinom,Serious Infection,Own day case unit,Timely access to services
1100,OwnDayCaseUnit,-0.15895005098924073,nbinom,Serious Infection,Own day case unit,Timely access to services
1101,OwnDayCaseUnit,-0.543427439880455,nbinom,Serious Infection,Own day case unit,Timely access to services
1102,OwnDayCaseUnit,0.01090217914543819,nbinom,Serious Infection,Own day case unit,Timely access to services
1103,OwnDayCaseUnit,-0.09044038945385809,nbinom,Serious Infection,Own day case unit,Timely access to services
1104,OwnDayCaseUnit,-0.12014875837687504,nbinom,Serious Infection,Own day case unit,Timely access to services
1105,OwnDayCaseUnit,0.05746746942036565,nbinom,Serious Infection,Own day case unit,Timely access to services
1106,OwnDayCaseUnit,-0.1176306709126401,nbinom,Serious Infection,Own day case unit,Timely access to services
1107,OwnDayCaseUnit,-0.1572140452749557,nbinom,Serious Infection,Own day case unit,Timely access to services
1108,OwnDayCaseUnit,-0.6328580617509434,nbinom,Serious Infection,Own day case unit,Timely access to services
